TEMPO,TIPO,ANO
1.09,SIHOSP,2015
6.23,COMPUTADOR,2015
1.36,SISTEMA,2015
6.88,IMPRESSORA,2015
39.09,COMPUTADOR,2015
6.72,ERRO,2015
2.32,COMPUTADOR,2015
9.25,COMPUTADOR,2015
2.08,SIHOSP,2015
1.94,NAO LIGA,2015
2.04,IMPRESSORA,2015
1.95,SIHOSP,2015
7.22,SISTEMA,2015
2.33,ERRO,2015
6.23,SIHOSP,2015
43.12,BENNER,2015
5.22,SISTEMA,2015
1.12,SISTEMA,2015
5.17,BENNER,2015
5.16,SIHOSP,2015
5.16,BENNER,2015
6.12,BENNER,2015
5.21,LASER,2015
1.08,IMPRESSORA,2015
6.83,SIHOSP,2015
6.11,BENNER,2015
6.15,SIHOSP,2015
1.1,COMPUTADOR,2015
33.47,ERRO,2015
36.27,BENNER,2015
36.27,ERRO,2015
1.08,SISTEMA,2015
5.94,IMPRESSORA,2015
1.07,SIHOSP,2015
3.89,MOUSE,2015
3.89,NAO LIGA,2015
34.03,BENNER,2015
1.14,IMPRESSORA,2015
1.28,IMPRESSORA,2015
1.04,IMPRESSORA,2015
5.06,NAO LIGA,2015
11.04,SIHOSP,2015
4.63,SISTEMA,2015
45.7,SIHOSP,2015
4.21,COMPUTADOR,2015
1.9,IMPRESSORA,2015
35.99,SISTEMA,2015
30.07,SISTEMA,2015
19.88,BENNER,2015
47,SISTEMA,2015
28.02,SISTEMA,2015
6.02,NAO LIGA,2015
1.76,SISTEMA,2015
22.94,SISTEMA,2015
1.09,SISTEMA,2015
22.94,SISTEMA,2015
1.18,ERRO,2015
1.08,NAO LIGA,2015
1.94,SIHOSP,2015
1.06,SIHOSP,2015
7.23,NAO LIGA,2015
6,SIHOSP,2015
15.83,SIHOSP,2015
2,NAO LIGA,2015
1.32,COMPUTADOR,2015
32.21,ERRO,2015
2.25,SISTEMA,2015
32.87,ERRO,2015
1.06,SISTEMA,2015
7.8,IMPRESSORA,2015
3.71,IMPRESSORA,2015
4.94,MOUSE,2015
51.02,IMPRESSORA,2015
10.95,COMPUTADOR,2015
2.91,BENNER,2015
9.8,SISTEMA,2015
1.12,SISTEMA,2015
27.96,SIHOSP,2015
2.22,SISTEMA,2015
5.23,BENNER,2015
11.76,COMPUTADOR,2015
1.05,IMPRESSORA,2015
7.13,COMPUTADOR,2015
5.94,NAO LIGA,2015
3.71,IMPRESSORA,2015
27.95,BENNER,2015
29.26,SIHOSP,2015
32.02,SISTEMA,2015
3.73,IMPRESSORA,2015
1.02,BENNER,2015
2.91,ERRO,2015
2.9,IMPRESSORA,2015
10.05,SISTEMA,2015
32.05,COMPUTADOR,2015
2.74,LASER,2015
2.9,IMPRESSORA,2015
33.86,SISTEMA,2015
1.08,NAO LIGA,2015
1.96,COMPUTADOR,2015
1.21,SIHOSP,2015
23.23,SISTEMA,2015
2.89,COMPUTADOR,2015
9.99,SIHOSP,2015
1.22,SIHOSP,2015
1.17,NAO LIGA,2015
9.31,IMPRESSORA,2015
1.25,SISTEMA,2015
3.01,BENNER,2015
8.74,COMPUTADOR,2015
15.37,IMPRESSORA,2015
6.96,IMPRESSORA,2015
22.08,IMPRESSORA,2015
10.94,BENNER,2015
1.22,COMPUTADOR,2015
3.96,SISTEMA,2015
36,SIHOSP,2015
6.26,IMPRESSORA,2015
13.97,SIHOSP,2015
18.17,BENNER,2015
3.78,NAO LIGA,2015
3.95,SISTEMA,2015
39.99,SISTEMA,2015
3,SIHOSP,2015
1.31,ERRO,2015
15.4,IMPRESSORA,2015
6.95,SISTEMA,2015
12.77,SISTEMA,2015
8.01,IMPRESSORA,2015
38.03,ERRO,2015
3.95,NAO LIGA,2015
1.94,SISTEMA,2015
2.2,SISTEMA,2015
2.93,NAO LIGA,2015
2,COMPUTADOR,2015
1.92,COMPUTADOR,2015
16.91,BENNER,2015
1.95,SIHOSP,2015
2.29,COMPUTADOR,2015
7.28,IMPRESSORA,2015
1.16,ERRO,2015
1.94,SISTEMA,2015
1.85,SISTEMA,2015
1.2,COMPUTADOR,2015
9.29,IMPRESSORA,2015
12.83,SIHOSP,2015
1.07,ERRO,2015
15.05,ERRO,2015
11.86,COMPUTADOR,2015
6.25,COMPUTADOR,2015
2.94,BENNER,2015
7.06,SISTEMA,2015
5.15,IMPRESSORA,2015
12,BENNER,2015
6.63,SISTEMA,2015
8.19,ERRO,2015
27.3,COMPUTADOR,2015
11.99,SIHOSP,2015
13.92,COMPUTADOR,2015
5.97,COMPUTADOR,2015
7.08,SIHOSP,2015
3.22,IMPRESSORA,2015
3.76,IMPRESSORA,2015
7.02,IMPRESSORA,2015
3.95,SIHOSP,2015
7.13,COMPUTADOR,2015
14.05,SISTEMA,2015
17.06,BENNER,2015
8.2,BENNER,2015
28.34,COMPUTADOR,2015
2.25,IMPRESSORA,2015
2.86,SISTEMA,2015
1.28,SISTEMA,2015
1.13,SIHOSP,2015
8.12,ERRO,2015
2.82,BENNER,2015
6.26,SIHOSP,2015
7.36,BENNER,2015
1.27,SISTEMA,2015
1.23,IMPRESSORA,2015
1.15,IMPRESSORA,2015
1.11,IMPRESSORA,2015
1.07,IMPRESSORA,2015
19.77,SIHOSP,2015
4.04,IMPRESSORA,2015
4.99,BENNER,2015
5.39,BENNER,2015
2.77,SISTEMA,2015
9.73,IMPRESSORA,2015
10.72,IMPRESSORA,2015
2.73,ERRO,2015
2.19,BENNER,2015
1.02,SISTEMA,2015
11.92,IMPRESSORA,2015
1.07,IMPRESSORA,2015
1.08,ERRO,2015
2.16,COMPUTADOR,2015
2.74,ERRO,2015
52,COMPUTADOR,2015
3.96,SISTEMA,2015
3.26,IMPRESSORA,2015
1.78,ERRO,2015
1.05,ERRO,2015
1.96,SIHOSP,2015
1.3,SIHOSP,2015
3.13,MOUSE,2015
1,LASER,2015
1.08,SISTEMA,2015
1.06,SISTEMA,2015
7.19,COMPUTADOR,2015
5.19,SISTEMA,2015
1.05,SISTEMA,2015
6.85,IMPRESSORA,2015
6,IMPRESSORA,2015
45.02,IMPRESSORA,2015
1.19,LASER,2015
1.08,SISTEMA,2015
7.09,SIHOSP,2015
23.03,IMPRESSORA,2015
1.09,SISTEMA,2015
4.19,ERRO,2015
4.05,SIHOSP,2015
3.82,SISTEMA,2015
7.01,BENNER,2015
14.3,IMPRESSORA,2015
1.22,NAO LIGA,2015
3.12,TECLADO,2015
1.05,COMPUTADOR,2015
10.85,SISTEMA,2015
1.05,IMPRESSORA,2015
31.96,IMPRESSORA,2015
1.14,IMPRESSORA,2015
19.28,BENNER,2015
90.89,COMPUTADOR,2015
5.72,SISTEMA,2015
7.11,LASER,2015
7.1,IMPRESSORA,2015
9.05,SIHOSP,2015
9.04,SIHOSP,2015
9.04,SISTEMA,2015
9.03,SISTEMA,2015
9.03,SISTEMA,2015
7.69,SISTEMA,2015
9.05,SIHOSP,2015
13.32,BENNER,2015
23.8,SISTEMA,2015
56.02,SISTEMA,2015
3.9,SISTEMA,2015
11.12,SISTEMA,2015
1.67,BENNER,2015
3.94,ERRO,2015
1.17,ERRO,2015
6.88,COMPUTADOR,2015
5.04,SISTEMA,2015
11.31,ERRO,2015
6.08,NAO LIGA,2015
4.26,ERRO,2015
4.2,BENNER,2015
4.17,BENNER,2015
1.7,ERRO,2015
1.03,ERRO,2015
9.27,ERRO,2015
1,IMPRESSORA,2015
1.05,MOUSE,2015
5.71,BENNER,2015
8.1,ERRO,2015
4.06,SIHOSP,2015
5.88,ERRO,2015
1.03,COMPUTADOR,2015
5.74,MOUSE,2015
3.95,COMPUTADOR,2015
1.08,BENNER,2015
7.94,SISTEMA,2015
4.21,IMPRESSORA,2015
77.18,COMPUTADOR,2015
2.87,IMPRESSORA,2015
1.03,SISTEMA,2015
1.31,SIHOSP,2015
14.73,BENNER,2015
3.05,NAO LIGA,2015
2.98,SIHOSP,2015
3.03,SIHOSP,2015
2.81,SIHOSP,2015
2.81,SIHOSP,2015
75.82,SISTEMA,2015
6.95,SISTEMA,2015
1.02,TECLADO,2015
1.18,IMPRESSORA,2015
3.07,NAO LIGA,2015
1,SIHOSP,2015
6,IMPRESSORA,2015
12.13,IMPRESSORA,2015
1.31,SISTEMA,2015
17.01,NAO LIGA,2015
2.81,SISTEMA,2015
7.02,LASER,2015
14.77,NAO LIGA,2015
6.27,COMPUTADOR,2015
20.09,SISTEMA,2015
10.79,SIHOSP,2015
3.21,NAO LIGA,2015
4.69,COMPUTADOR,2015
4.31,SISTEMA,2015
1.89,IMPRESSORA,2015
1.37,MOUSE,2015
32.4,SIHOSP,2015
4.67,BENNER,2015
6.97,ERRO,2015
1.26,ERRO,2015
1.03,TECLADO,2015
1.75,SIHOSP,2015
4.02,IMPRESSORA,2015
3.02,SISTEMA,2015
1.16,COMPUTADOR,2015
4.02,SISTEMA,2015
3.01,SISTEMA,2015
2.01,IMPRESSORA,2015
7.06,NAO LIGA,2015
1.06,SIHOSP,2015
1.88,SISTEMA,2015
1.88,ERRO,2015
3.02,SISTEMA,2015
5.16,SISTEMA,2015
11.07,IMPRESSORA,2015
1.13,NAO LIGA,2015
1.92,ERRO,2015
12.83,SISTEMA,2015
13.14,SISTEMA,2015
22.06,SISTEMA,2015
1.25,ERRO,2015
3.06,NAO LIGA,2015
3.1,SISTEMA,2015
44.71,SISTEMA,2015
3.99,LASER,2015
1.19,NAO LIGA,2015
11.01,SISTEMA,2015
42.9,SIHOSP,2015
14.1,BENNER,2015
7.01,ERRO,2015
3.13,BENNER,2015
34.69,SISTEMA,2015
1.06,SIHOSP,2015
55.99,IMPRESSORA,2015
11.04,SIHOSP,2015
4.03,BENNER,2015
24.21,ERRO,2015
3.89,ERRO,2015
4.35,SISTEMA,2015
21.22,COMPUTADOR,2015
8.11,COMPUTADOR,2015
6.23,SIHOSP,2015
5.02,ERRO,2015
4.37,COMPUTADOR,2015
3.9,BENNER,2015
12.97,IMPRESSORA,2015
7.93,SIHOSP,2015
1.79,COMPUTADOR,2015
34.16,SIHOSP,2015
2.91,SIHOSP,2015
27.02,SISTEMA,2015
15.36,COMPUTADOR,2015
2.65,BENNER,2015
29.59,IMPRESSORA,2015
48.7,ERRO,2015
49.97,ERRO,2015
5.79,ERRO,2015
1.75,IMPRESSORA,2015
1.63,IMPRESSORA,2015
28.93,COMPUTADOR,2015
1.63,IMPRESSORA,2015
1.16,SIHOSP,2015
6.81,IMPRESSORA,2015
1.99,SIHOSP,2015
9.04,SIHOSP,2015
2.75,IMPRESSORA,2015
6.96,IMPRESSORA,2015
1.26,TECLADO,2015
47.92,COMPUTADOR,2015
2.81,ERRO,2015
2.9,LASER,2015
4.87,ERRO,2015
9.95,ERRO,2015
22.63,BENNER,2015
20.79,SISTEMA,2015
87.1,IMPRESSORA,2015
1.79,SIHOSP,2015
16.93,SISTEMA,2015
5.75,COMPUTADOR,2015
2.03,IMPRESSORA,2015
2.99,IMPRESSORA,2015
3.74,ERRO,2015
1.78,IMPRESSORA,2015
6.74,IMPRESSORA,2015
2.03,IMPRESSORA,2015
1.95,SISTEMA,2015
2.82,BENNER,2015
3.77,SIHOSP,2015
1.1,BENNER,2015
7.14,SISTEMA,2015
1.35,SIHOSP,2015
12.7,BENNER,2015
34.79,SIHOSP,2015
1.69,BENNER,2015
2.11,SISTEMA,2015
7.97,ERRO,2015
1.28,COMPUTADOR,2015
4.89,LASER,2015
5.91,COMPUTADOR,2015
41.92,ERRO,2015
86.25,COMPUTADOR,2015
6.22,NAO LIGA,2015
4.73,SISTEMA,2015
3.98,IMPRESSORA,2015
5.07,COMPUTADOR,2015
4.05,IMPRESSORA,2015
1.07,SIHOSP,2015
2.71,SISTEMA,2015
3.71,IMPRESSORA,2015
1.77,BENNER,2015
75,IMPRESSORA,2015
9.98,SIHOSP,2015
2,SISTEMA,2015
1.03,SIHOSP,2015
1.11,IMPRESSORA,2015
1.95,IMPRESSORA,2015
4.99,SISTEMA,2015
4.99,SISTEMA,2015
2,SISTEMA,2015
13.03,IMPRESSORA,2015
7.82,COMPUTADOR,2015
1.03,SISTEMA,2015
5.02,SIHOSP,2015
5.02,SISTEMA,2015
4.74,IMPRESSORA,2015
7.92,BENNER,2015
5.02,ERRO,2015
3.97,SISTEMA,2015
3.76,IMPRESSORA,2015
2.76,SISTEMA,2015
6.13,ERRO,2015
5.06,COMPUTADOR,2015
2.97,SIHOSP,2015
5.06,SISTEMA,2015
2.86,IMPRESSORA,2015
2.98,BENNER,2015
3.86,ERRO,2015
3.98,BENNER,2015
9.88,ERRO,2015
3.9,BENNER,2015
5.11,IMPRESSORA,2015
2,SISTEMA,2015
4.3,NAO LIGA,2015
3.97,SISTEMA,2015
2.79,ERRO,2015
21.97,SISTEMA,2015
2.32,SIHOSP,2015
16.08,IMPRESSORA,2015
1.15,SISTEMA,2015
21.69,ERRO,2015
1.95,MOUSE,2015
13.25,NAO LIGA,2015
80.67,SISTEMA,2015
4.98,COMPUTADOR,2015
11.99,ERRO,2015
1.09,COMPUTADOR,2015
7.14,SISTEMA,2015
1.95,SISTEMA,2015
1.89,MOUSE,2015
51.82,SIHOSP,2015
5.01,ERRO,2015
3.09,SISTEMA,2015
1.25,ERRO,2015
1.07,BENNER,2015
2.11,SISTEMA,2015
1.15,SISTEMA,2015
12.1,SISTEMA,2015
2.97,SIHOSP,2015
3.65,IMPRESSORA,2015
17.96,SIHOSP,2015
4.89,NAO LIGA,2015
54.79,IMPRESSORA,2015
33.98,BENNER,2015
3.99,COMPUTADOR,2015
27.06,COMPUTADOR,2015
48.99,SISTEMA,2015
1.65,ERRO,2015
90.11,SISTEMA,2015
1.95,IMPRESSORA,2015
17.23,SISTEMA,2015
22.79,SISTEMA,2015
7.13,BENNER,2015
22.05,SIHOSP,2015
4.95,NAO LIGA,2015
10.22,COMPUTADOR,2015
2,IMPRESSORA,2015
4.96,IMPRESSORA,2015
1.3,SISTEMA,2015
5.14,SIHOSP,2015
5.79,IMPRESSORA,2015
21.11,COMPUTADOR,2015
4.73,IMPRESSORA,2015
8.34,IMPRESSORA,2015
8.19,COMPUTADOR,2015
7.7,SIHOSP,2015
1.09,SISTEMA,2015
5.82,SIHOSP,2015
4.85,BENNER,2015
7.79,SISTEMA,2015
3.05,COMPUTADOR,2015
8.26,SISTEMA,2015
7.96,SISTEMA,2015
16.01,SISTEMA,2015
6.94,SISTEMA,2015
6.94,MOUSE,2015
23,IMPRESSORA,2015
6.9,IMPRESSORA,2015
5.9,IMPRESSORA,2015
5.9,IMPRESSORA,2015
5.89,IMPRESSORA,2015
10.16,IMPRESSORA,2015
1.11,COMPUTADOR,2015
5.67,SISTEMA,2015
3.92,SIHOSP,2015
5.06,IMPRESSORA,2015
1.72,ERRO,2015
6.31,IMPRESSORA,2015
5.81,BENNER,2015
2.27,SIHOSP,2015
81.22,ERRO,2015
41.8,SISTEMA,2015
5.8,IMPRESSORA,2015
4.69,BENNER,2015
4.36,ERRO,2015
4.33,IMPRESSORA,2015
10.21,SISTEMA,2015
18.74,COMPUTADOR,2015
6.34,NAO LIGA,2015
4.08,SISTEMA,2015
61.96,SISTEMA,2015
1.06,SISTEMA,2015
5.94,SISTEMA,2015
35,IMPRESSORA,2015
10.35,SIHOSP,2015
1.94,SISTEMA,2015
78.85,SISTEMA,2015
78.85,SISTEMA,2015
5.19,LASER,2015
2.96,BENNER,2015
3.27,SISTEMA,2015
3.3,COMPUTADOR,2015
3.96,ERRO,2015
10.34,SISTEMA,2015
4.19,IMPRESSORA,2015
13.11,LASER,2015
3.02,BENNER,2015
4.02,COMPUTADOR,2015
6.9,COMPUTADOR,2015
3.98,SIHOSP,2015
8.1,SISTEMA,2015
1.25,SIHOSP,2015
1.09,IMPRESSORA,2015
1.29,MOUSE,2015
1.29,IMPRESSORA,2015
1.17,COMPUTADOR,2015
2.07,IMPRESSORA,2015
6.88,SISTEMA,2015
5.08,SIHOSP,2015
1.2,ERRO,2015
10.92,SISTEMA,2015
1.28,COMPUTADOR,2015
1.03,IMPRESSORA,2015
4.71,ERRO,2015
2.28,IMPRESSORA,2015
1.28,NAO LIGA,2015
1.28,SISTEMA,2015
1.28,IMPRESSORA,2015
4.27,IMPRESSORA,2015
4.02,ERRO,2015
2.93,BENNER,2015
48.33,SISTEMA,2015
2.02,SISTEMA,2015
3.9,SISTEMA,2015
4,IMPRESSORA,2015
8.3,IMPRESSORA,2015
2.85,SIHOSP,2015
3.08,SISTEMA,2015
1.78,NAO LIGA,2015
1.84,SISTEMA,2015
5.04,COMPUTADOR,2015
1,IMPRESSORA,2015
1.9,ERRO,2015
42.25,SISTEMA,2015
3.04,SIHOSP,2015
6.19,SIHOSP,2015
3.83,BENNER,2015
6.22,SIHOSP,2015
3,ERRO,2015
4.77,BENNER,2015
2.85,SISTEMA,2015
34.8,COMPUTADOR,2015
27.78,LASER,2015
3,SIHOSP,2015
3.82,BENNER,2015
2.21,SIHOSP,2015
43.95,SISTEMA,2015
2.22,LASER,2015
14.11,SIHOSP,2015
11.01,NAO LIGA,2015
6.11,ERRO,2015
11.06,SISTEMA,2015
1.01,SIHOSP,2015
4.98,SISTEMA,2015
4.9,IMPRESSORA,2015
4.03,SISTEMA,2015
38.01,SISTEMA,2015
1.03,MOUSE,2015
9.2,MOUSE,2015
6.03,IMPRESSORA,2015
55.23,ERRO,2015
13.72,SISTEMA,2015
1.08,LASER,2015
6.02,IMPRESSORA,2015
3.79,SIHOSP,2015
3.81,SISTEMA,2015
4.81,IMPRESSORA,2015
2.8,BENNER,2015
2.84,IMPRESSORA,2015
4.05,COMPUTADOR,2015
83.95,SISTEMA,2015
3.17,COMPUTADOR,2015
72.22,COMPUTADOR,2015
29.97,SISTEMA,2015
18.89,IMPRESSORA,2015
8.01,IMPRESSORA,2015
5.7,COMPUTADOR,2015
33.05,SISTEMA,2015
6.82,NAO LIGA,2015
1.02,ERRO,2015
5.11,ERRO,2015
14.65,SIHOSP,2015
1.07,SISTEMA,2015
3.74,IMPRESSORA,2015
9.94,ERRO,2015
59.02,COMPUTADOR,2015
1.84,IMPRESSORA,2015
4.03,SIHOSP,2015
1.19,COMPUTADOR,2015
1.09,SIHOSP,2015
8.94,ERRO,2015
17.02,SISTEMA,2015
1.96,IMPRESSORA,2015
2.85,SISTEMA,2015
1.25,SISTEMA,2015
21.08,SISTEMA,2015
2.76,BENNER,2015
9.28,ERRO,2015
5.14,SISTEMA,2015
1.83,SISTEMA,2015
69.15,SISTEMA,2015
10.11,ERRO,2015
31.83,COMPUTADOR,2015
10.3,ERRO,2015
72.15,SIHOSP,2015
37.93,SISTEMA,2015
7.26,SISTEMA,2015
1.75,NAO LIGA,2015
21.71,SISTEMA,2015
1.04,SISTEMA,2015
4.85,ERRO,2015
6.91,SISTEMA,2015
1.05,COMPUTADOR,2015
1.01,COMPUTADOR,2015
17.3,SIHOSP,2015
7.27,SISTEMA,2015
13.83,BENNER,2015
1.76,BENNER,2015
2.97,LASER,2015
1.1,SISTEMA,2015
3.91,BENNER,2015
3.02,IMPRESSORA,2015
6.33,ERRO,2015
1.99,ERRO,2015
3.04,ERRO,2015
8.06,IMPRESSORA,2015
3.97,IMPRESSORA,2015
3.71,IMPRESSORA,2015
3.97,IMPRESSORA,2015
56.01,SISTEMA,2015
7.71,SISTEMA,2015
6.03,SISTEMA,2015
3.06,NAO LIGA,2015
2.82,BENNER,2015
4.72,IMPRESSORA,2015
34.25,ERRO,2015
61.93,SIHOSP,2015
5.02,COMPUTADOR,2015
7.81,IMPRESSORA,2015
8.92,SISTEMA,2015
10.02,COMPUTADOR,2015
7.98,ERRO,2015
12.8,COMPUTADOR,2015
1.01,IMPRESSORA,2015
8.98,IMPRESSORA,2015
4.35,NAO LIGA,2015
18.07,SISTEMA,2015
64.95,IMPRESSORA,2015
1.27,MOUSE,2015
1.07,BENNER,2015
4,IMPRESSORA,2015
8.95,SISTEMA,2015
6.01,ERRO,2015
1.11,BENNER,2015
1.37,NAO LIGA,2015
2.06,BENNER,2015
10.74,SISTEMA,2015
1.67,SISTEMA,2015
23.95,IMPRESSORA,2015
7.92,SIHOSP,2015
1.36,SIHOSP,2015
1.37,COMPUTADOR,2015
4.98,NAO LIGA,2015
28.05,IMPRESSORA,2015
41.31,COMPUTADOR,2015
2.27,IMPRESSORA,2015
21.76,IMPRESSORA,2015
4.88,NAO LIGA,2015
3.11,ERRO,2015
1.18,ERRO,2015
2.03,NAO LIGA,2015
2.26,NAO LIGA,2015
40.99,SISTEMA,2015
10.75,COMPUTADOR,2015
2.07,SISTEMA,2015
68.33,NAO LIGA,2015
1.04,IMPRESSORA,2015
6.91,COMPUTADOR,2015
2.24,NAO LIGA,2015
7.08,COMPUTADOR,2015
11.05,BENNER,2015
1.13,BENNER,2015
2.98,ERRO,2015
2.03,ERRO,2015
6.13,IMPRESSORA,2015
5.06,IMPRESSORA,2015
1.02,COMPUTADOR,2015
19.21,SISTEMA,2015
16.75,ERRO,2015
1.87,BENNER,2015
1.23,MOUSE,2015
49.15,SIHOSP,2015
3.85,IMPRESSORA,2015
8.92,ERRO,2015
27.97,LASER,2015
2.01,LASER,2015
2.84,SIHOSP,2015
4.02,IMPRESSORA,2015
15.04,NAO LIGA,2015
13.81,IMPRESSORA,2015
4.82,LASER,2015
13.24,SISTEMA,2015
13.1,IMPRESSORA,2015
4.04,NAO LIGA,2015
3.21,SIHOSP,2015
4.07,IMPRESSORA,2015
1.26,SISTEMA,2015
6.06,TECLADO,2015
6,LASER,2015
27.94,SISTEMA,2015
1.16,NAO LIGA,2015
1.23,SIHOSP,2015
6.05,LASER,2015
8.95,IMPRESSORA,2015
78.97,SISTEMA,2015
8.16,SISTEMA,2015
15.07,IMPRESSORA,2015
7.22,SIHOSP,2015
9.97,SISTEMA,2015
5.95,SISTEMA,2015
27.18,COMPUTADOR,2015
10.82,NAO LIGA,2015
11.04,SISTEMA,2015
28.83,COMPUTADOR,2015
12.08,SISTEMA,2015
47.05,IMPRESSORA,2015
21.03,SIHOSP,2015
21.19,IMPRESSORA,2015
2.89,IMPRESSORA,2015
5.89,SISTEMA,2015
5.8,SISTEMA,2015
1.04,IMPRESSORA,2015
1.09,BENNER,2015
5.25,ERRO,2015
1.22,SISTEMA,2015
28.17,SISTEMA,2015
7.15,MOUSE,2015
8.17,SISTEMA,2015
8.12,MOUSE,2015
3.01,LASER,2015
2.95,IMPRESSORA,2015
5.07,SIHOSP,2015
15.02,IMPRESSORA,2015
3.06,SIHOSP,2015
1.02,SISTEMA,2015
8.16,SISTEMA,2015
3.01,COMPUTADOR,2015
2.04,IMPRESSORA,2015
9.04,COMPUTADOR,2015
4.24,BENNER,2015
4.17,NAO LIGA,2015
3.15,BENNER,2015
4.14,NAO LIGA,2015
29.72,SISTEMA,2015
1.29,COMPUTADOR,2015
21.22,SISTEMA,2015
5.34,ERRO,2015
3.16,SISTEMA,2015
28.07,SIHOSP,2015
5.05,IMPRESSORA,2015
4.14,ERRO,2015
38.98,ERRO,2015
1.03,LASER,2015
1.13,BENNER,2015
5.14,NAO LIGA,2015
4.04,SISTEMA,2015
2.78,SISTEMA,2015
2.82,MOUSE,2015
1.04,BENNER,2015
2.81,IMPRESSORA,2015
42.28,ERRO,2015
2.98,IMPRESSORA,2015
2.83,IMPRESSORA,2015
2.76,IMPRESSORA,2015
1.96,IMPRESSORA,2015
1.96,IMPRESSORA,2015
29.85,IMPRESSORA,2015
1.77,IMPRESSORA,2015
1.11,SIHOSP,2015
1.73,SISTEMA,2015
1.65,BENNER,2015
12.07,SISTEMA,2015
6.82,SIHOSP,2015
1.73,IMPRESSORA,2015
3.73,ERRO,2015
50.89,COMPUTADOR,2015
6.28,ERRO,2015
2.07,ERRO,2015
1.18,SISTEMA,2015
1.02,ERRO,2015
1.06,SIHOSP,2015
1.04,SIHOSP,2015
4.34,ERRO,2015
4.02,SISTEMA,2015
1.1,SIHOSP,2015
18.96,BENNER,2015
1.15,COMPUTADOR,2015
6.71,IMPRESSORA,2015
6.36,MOUSE,2015
13.24,SIHOSP,2015
13.07,SIHOSP,2015
3.72,IMPRESSORA,2015
14.93,SISTEMA,2015
3.02,BENNER,2015
2.97,BENNER,2015
1.31,SIHOSP,2015
27.29,COMPUTADOR,2015
1.04,IMPRESSORA,2015
20.03,SIHOSP,2015
4.25,NAO LIGA,2015
5.24,SISTEMA,2015
3.95,COMPUTADOR,2015
8.14,ERRO,2015
8.06,SISTEMA,2015
1.21,IMPRESSORA,2015
48.72,SISTEMA,2015
14.98,SIHOSP,2015
1.99,COMPUTADOR,2015
17.89,IMPRESSORA,2015
6.22,SIHOSP,2015
4.24,BENNER,2015
1.82,IMPRESSORA,2015
1.75,NAO LIGA,2015
4.27,ERRO,2015
1.19,ERRO,2015
2.98,IMPRESSORA,2015
2.04,IMPRESSORA,2015
4.7,BENNER,2015
2.04,IMPRESSORA,2015
2.04,IMPRESSORA,2015
8.13,SISTEMA,2015
19.01,COMPUTADOR,2015
1.06,LASER,2015
1.17,TECLADO,2015
48.05,ERRO,2015
7.17,IMPRESSORA,2015
3.07,ERRO,2015
4.2,NAO LIGA,2015
3.12,IMPRESSORA,2015
1.98,IMPRESSORA,2015
3.29,BENNER,2015
12.83,ERRO,2015
3.01,IMPRESSORA,2015
6.74,SIHOSP,2015
1.25,NAO LIGA,2015
1.1,ERRO,2015
2.03,SISTEMA,2015
1,COMPUTADOR,2015
6.01,IMPRESSORA,2015
1.74,ERRO,2015
9.36,SISTEMA,2015
1.2,ERRO,2015
21.04,SISTEMA,2015
1.81,SISTEMA,2015
11.38,SIHOSP,2015
3.46,MOUSE,2015
4.26,SISTEMA,2015
5.12,COMPUTADOR,2015
2.01,ERRO,2015
6.98,IMPRESSORA,2015
4.16,IMPRESSORA,2015
3.75,NAO LIGA,2015
2.01,IMPRESSORA,2015
8.05,SISTEMA,2015
2.03,IMPRESSORA,2015
1.21,COMPUTADOR,2015
1.28,SIHOSP,2015
21.77,COMPUTADOR,2015
1.63,SISTEMA,2015
1.01,SISTEMA,2015
19.04,ERRO,2015
7.87,BENNER,2015
1.12,SISTEMA,2015
6,SIHOSP,2015
12.93,IMPRESSORA,2015
4.83,IMPRESSORA,2015
1.76,SISTEMA,2015
3.04,MOUSE,2015
2.92,IMPRESSORA,2015
2,ERRO,2015
4.18,COMPUTADOR,2015
1.04,IMPRESSORA,2015
1.16,BENNER,2015
1.96,COMPUTADOR,2015
5.23,SIHOSP,2015
1.06,IMPRESSORA,2015
1.01,IMPRESSORA,2015
38.05,SIHOSP,2015
2.75,SIHOSP,2015
1.22,NAO LIGA,2015
6.03,TECLADO,2015
7.95,ERRO,2015
1.2,IMPRESSORA,2015
1.03,NAO LIGA,2015
4.93,IMPRESSORA,2015
4.02,SIHOSP,2015
1.24,IMPRESSORA,2015
4.98,BENNER,2015
2.15,COMPUTADOR,2015
13.94,SISTEMA,2015
6.4,IMPRESSORA,2015
7.75,SISTEMA,2015
4.05,SISTEMA,2015
2.02,MOUSE,2015
1.96,ERRO,2015
1.04,SISTEMA,2015
1.83,ERRO,2015
1.12,ERRO,2015
2.01,SISTEMA,2015
22.73,BENNER,2015
7.99,SIHOSP,2015
1.05,NAO LIGA,2015
6.28,SIHOSP,2015
1.99,LASER,2015
2,ERRO,2015
1.08,SISTEMA,2015
2.03,ERRO,2015
7.84,SIHOSP,2015
45.1,BENNER,2015
1.1,SIHOSP,2015
2.87,BENNER,2015
20.06,COMPUTADOR,2015
2.02,IMPRESSORA,2015
1.05,MOUSE,2015
4.07,IMPRESSORA,2015
75.91,COMPUTADOR,2015
1.31,IMPRESSORA,2015
2.02,IMPRESSORA,2015
1,BENNER,2015
1.03,COMPUTADOR,2015
20.16,SISTEMA,2015
23,ERRO,2015
1.31,IMPRESSORA,2015
7.23,NAO LIGA,2015
3,SISTEMA,2015
